,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,PAGE_NUMBER,TOTAL_PACKET_SIZE
0,0.0,74.125.24.0-255,153,153,24,273230
1,2.1e-05,172.31.33.0-255,66,219,24,273230
2,2.8e-05,74.125.24.0-255,1484,1703,24,273230
3,3.2e-05,172.31.33.0-255,66,1769,24,273230
4,3.7e-05,74.125.24.0-255,2902,4671,24,273230
5,4e-05,172.31.33.0-255,66,4737,24,273230
6,4.6e-05,74.125.24.0-255,7156,11893,24,273230
7,4.9e-05,172.31.33.0-255,66,11959,24,273230
8,6.9e-05,74.125.24.0-255,1484,13443,24,273230
9,7.1e-05,172.31.33.0-255,66,13509,24,273230
10,0.000104,172.31.33.0-255,66,13575,24,273230
11,0.000108,74.125.24.0-255,2543,16118,24,273230
12,0.000109,172.31.33.0-255,66,16184,24,273230
13,0.000192,74.125.24.0-255,1484,17668,24,273230
14,0.000194,172.31.33.0-255,66,17734,24,273230
15,0.000198,74.125.24.0-255,1484,19218,24,273230
16,0.0002,172.31.33.0-255,66,19284,24,273230
17,0.000212,74.125.24.0-255,1484,20768,24,273230
18,0.000214,172.31.33.0-255,66,20834,24,273230
19,0.00022,74.125.24.0-255,5738,26572,24,273230
20,0.000222,172.31.33.0-255,66,26638,24,273230
21,0.000267,74.125.24.0-255,5738,32376,24,273230
22,0.00027,172.31.33.0-255,66,32442,24,273230
23,0.000284,74.125.24.0-255,1125,33567,24,273230
24,0.000286,172.31.33.0-255,66,33633,24,273230
25,0.000292,74.125.24.0-255,4320,37953,24,273230
26,0.000293,172.31.33.0-255,66,38019,24,273230
27,0.00032,74.125.24.0-255,2902,40921,24,273230
28,0.000322,172.31.33.0-255,66,40987,24,273230
29,0.000331,74.125.24.0-255,9633,50620,24,273230
30,0.000333,172.31.33.0-255,66,50686,24,273230
31,0.000335,74.125.24.0-255,365,51051,24,273230
32,0.000386,74.125.24.0-255,132,51183,24,273230
33,0.000448,74.125.24.0-255,343,51526,24,273230
34,0.000823,74.125.24.0-255,1484,53010,24,273230
35,0.000828,74.125.24.0-255,2902,55912,24,273230
36,0.000832,172.31.33.0-255,66,55978,24,273230
37,0.000836,172.31.33.0-255,66,56044,24,273230
38,0.000853,74.125.24.0-255,5738,61782,24,273230
39,0.000855,172.31.33.0-255,66,61848,24,273230
40,0.000877,74.125.24.0-255,5738,67586,24,273230
41,0.000881,172.31.33.0-255,66,67652,24,273230
42,0.000903,74.125.24.0-255,7156,74808,24,273230
43,0.000906,172.31.33.0-255,66,74874,24,273230
44,0.000911,74.125.24.0-255,4320,79194,24,273230
45,0.000913,172.31.33.0-255,66,79260,24,273230
46,0.000935,74.125.24.0-255,4320,83580,24,273230
47,0.000937,172.31.33.0-255,66,83646,24,273230
48,0.000941,74.125.24.0-255,2184,85830,24,273230
49,0.000943,172.31.33.0-255,66,85896,24,273230
50,0.001225,74.125.24.0-255,1484,87380,24,273230
51,0.001258,74.125.24.0-255,2902,90282,24,273230
52,0.001261,172.31.33.0-255,66,90348,24,273230
53,0.001282,74.125.24.0-255,4320,94668,24,273230
54,0.001283,172.31.33.0-255,66,94734,24,273230
55,0.001296,74.125.24.0-255,1484,96218,24,273230
56,0.001316,74.125.24.0-255,9992,106210,24,273230
57,0.001319,172.31.33.0-255,66,106276,24,273230
58,0.001322,74.125.24.0-255,1484,107760,24,273230
59,0.001356,172.31.33.0-255,66,107826,24,273230
60,0.001661,74.125.24.0-255,1484,109310,24,273230
61,0.001667,74.125.24.0-255,2902,112212,24,273230
62,0.001671,172.31.33.0-255,66,112278,24,273230
63,0.001675,74.125.24.0-255,1484,113762,24,273230
64,0.001692,74.125.24.0-255,4320,118082,24,273230
65,0.001694,172.31.33.0-255,66,118148,24,273230
66,0.001722,172.31.33.0-255,66,118214,24,273230
67,0.00174,74.125.24.0-255,1484,119698,24,273230
68,0.001745,74.125.24.0-255,4320,124018,24,273230
69,0.001747,172.31.33.0-255,66,124084,24,273230
70,0.001771,74.125.24.0-255,6438,130522,24,273230
71,0.001773,172.31.33.0-255,66,130588,24,273230
72,0.002051,74.125.24.0-255,1484,132072,24,273230
73,0.002057,74.125.24.0-255,2902,134974,24,273230
74,0.002061,172.31.33.0-255,66,135040,24,273230
75,0.002068,74.125.24.0-255,5738,140778,24,273230
76,0.00207,172.31.33.0-255,66,140844,24,273230
77,0.00209,74.125.24.0-255,7156,148000,24,273230
78,0.002092,172.31.33.0-255,66,148066,24,273230
79,0.002156,172.31.33.0-255,66,148132,24,273230
